timestamp,BTC_USDT_1h_open,BTC_USDT_1h_high,BTC_USDT_1h_low,BTC_USDT_1h_close,BTC_USDT_1h_volume
2023/4/13 11:00,30208.74,30236.04,30152.22,30161.8,120.774561
2023/4/13 12:00,30161.8,30300,30134.25,30276.07,204.427267
2023/4/13 13:00,30276.07,30326.19,30166.07,30173.3,190.545583
2023/4/13 14:00,30173.3,30536.9,30173.3,30430.32,294.628016
2023/4/13 15:00,30430.32,30580.56,30299.01,30440.28,501.138259
2023/4/13 16:00,30440.28,30472.27,30269.49,30314.45,181.148542
2023/4/13 17:00,30314.45,30433.1,30282.93,30423.74,126.747387
2023/4/13 18:00,30423.74,30538.78,30413.26,30444.42,115.592404
2023/4/13 19:00,30444.42,30444.42,30311.64,30331.45,152.0006
2023/4/13 20:00,30331.45,30337.3,30208,30259.14,107.853787
2023/4/13 21:00,30259.14,30324.35,30248.3,30285.87,42.075947
2023/4/13 22:00,30285.87,30391.38,30285.87,30297.51,77.266541
2023/4/13 23:00,30297.51,30385.7,30284.04,30374.7,65.482863
2023/4/14 00:00,30374.7,30819.3,30311.24,30735.38,744.490984
2023/4/14 01:00,30735.38,30907.29,30691.64,30770.05,290.489946
2023/4/14 02:00,30770.05,30807.02,30523.69,30596.85,268.33527
2023/4/14 03:00,30596.85,30735.59,30553.12,30695.14,112.005999
2023/4/14 04:00,30695.14,30754.97,30674.57,30705.08,69.339934
2023/4/14 05:00,30705.08,30834.33,30692.86,30799.51,150.004364
2023/4/14 06:00,30799.51,31019.6,30713.85,30943.34,312.704176
2023/4/14 07:00,30943.34,30970.12,30736.65,30742.66,248.52317
2023/4/14 08:00,30742.66,30787.38,30663.36,30726.57,191.748305
2023/4/14 09:00,30726.57,30795.92,30700.24,30795.91,121.571374
2023/4/14 10:00,30795.91,30824.82,30758.74,30762.84,148.709954
2023/4/14 11:00,30762.84,30804.1,30728.77,30801.53,125.678833
2023/4/14 12:00,30801.53,30851.74,30578.1,30616.79,282.050595
2023/4/14 13:00,30616.79,30750.07,30613.97,30734.01,197.349172
2023/4/14 14:00,30734.01,30759.99,30485.49,30599.17,345.038005
2023/4/14 15:00,30599.17,30621.35,30086.34,30245.82,685.752788
2023/4/14 16:00,30245.82,30269.2,29979.39,30144.34,489.028562
2023/4/14 17:00,30144.34,30277.45,30130,30272.31,235.617226
2023/4/14 18:00,30272.31,30350.63,30241.36,30275.22,122.418179
2023/4/14 19:00,30275.22,30347.09,30200,30326.61,115.588805
2023/4/14 20:00,30326.61,30515.24,30275.34,30441.62,291.75279
2023/4/14 21:00,30441.62,30507.99,30397.03,30455.96,75.625725
2023/4/14 22:00,30455.96,30455.97,30410.01,30435.7,90.392776
2023/4/14 23:00,30435.7,30479.44,30375,30459,69.807892
2023/4/15 00:00,30459,30600,30378.84,30379.9,166.689989
2023/4/15 01:00,30379.9,30396,30282.48,30372.79,56.110889
2023/4/15 02:00,30372.79,30437.5,30344.33,30380.24,46.546809
2023/4/15 03:00,30380.24,30420,30367.01,30376.23,46.981026
2023/4/15 04:00,30376.23,30393.33,30344.54,30361.15,45.886519
2023/4/15 05:00,30361.15,30422.63,30360.29,30422.63,33.468072
2023/4/15 06:00,30422.63,30430,30370,30386.47,24.626604
2023/4/15 07:00,30386.47,30469.74,30386.47,30434.71,46.714208
2023/4/15 08:00,30434.71,30450,30370,30383.19,38.936135
2023/4/15 09:00,30383.19,30464.19,30383.18,30455.87,47.302742
2023/4/15 10:00,30455.87,30466.03,30401.23,30417.01,43.141621
2023/4/15 11:00,30417.01,30438.13,30370,30386.36,56.676631
2023/4/15 12:00,30386.36,30441.9,30378.27,30426.49,48.673192
2023/4/15 13:00,30426.49,30438.8,30290.91,30335,75.599242
2023/4/15 14:00,30335,30374.7,30302.5,30360.88,54.055054
2023/4/15 15:00,30360.88,30418.84,30328,30328.01,82.863704
2023/4/15 16:00,30328.01,30337.25,30270.01,30316.82,116.697901
2023/4/15 17:00,30316.82,30319.97,30207,30249.94,102.571105
2023/4/15 18:00,30249.94,30306.54,30249.94,30300.91,35.57208
2023/4/15 19:00,30300.91,30332.88,30230.01,30332.88,58.224226
2023/4/15 20:00,30332.88,30341.08,30265.74,30280.01,52.34589
2023/4/15 21:00,30280.01,30300,30242.93,30265.1,56.197368
2023/4/15 22:00,30265.1,30357.05,30243.02,30349.99,57.154571
2023/4/15 23:00,30349.99,30356.11,30283.15,30293.71,33.476929
2023/4/16 00:00,30293.71,30316.77,30275,30277.44,28.928997
2023/4/16 01:00,30277.44,30277.44,30122.74,30240,102.212972
2023/4/16 02:00,30240,30278.35,30230.01,30267.06,27.90172
2023/4/16 03:00,30267.06,30268.67,30233.79,30248.96,36.337277
2023/4/16 04:00,30248.96,30307.6,30248.96,30302.08,41.76797
2023/4/16 05:00,30302.08,30340,30294.18,30308.34,48.784237
2023/4/16 06:00,30308.34,30344.72,30303.32,30303.32,15.637215
2023/4/16 07:00,30303.32,30386.5,30296.85,30345,46.168797
2023/4/16 08:00,30345,30350,30325.4,30335.34,16.335299
2023/4/16 09:00,30335.34,30335.34,30262,30279.99,77.925785
2023/4/16 10:00,30279.99,30300,30262.59,30299.99,74.650678
2023/4/16 11:00,30299.99,30328.66,30222.77,30229.48,67.231511
2023/4/16 12:00,30229.48,30277.55,30219.95,30263.87,75.003781
2023/4/16 13:00,30263.87,30263.87,30163.59,30253.84,105.990616
2023/4/16 14:00,30253.84,30323.93,30250.52,30315.94,60.804897
2023/4/16 15:00,30315.94,30360,30303.95,30334.67,71.661555
2023/4/16 16:00,30334.67,30343.44,30264.82,30338.8,61.011476
2023/4/16 17:00,30338.8,30379.29,30292.32,30295.17,76.146237
2023/4/16 18:00,30295.17,30483.79,30295.16,30483.28,87.67162
2023/4/16 19:00,30483.28,30549.04,30283.81,30309.03,264.998124
2023/4/16 20:00,30309.03,30410.94,30187.32,30339,334.56951
2023/4/16 21:00,30339,30394.34,30273.95,30385.12,100.016408
2023/4/16 22:00,30385.12,30406.73,30301.67,30330.68,50.204236
2023/4/16 23:00,30330.68,30349.99,30250,30309.89,51.572082
2023/4/17 00:00,30309.89,30315.82,29795,29840,553.608352
2023/4/17 01:00,29840,29999.06,29750,29946.01,204.003785
2023/4/17 02:00,29946.01,30093.32,29891,30017.54,119.480373
2023/4/17 03:00,30017.54,30039.99,29954.6,29980.01,84.317436
2023/4/17 04:00,29980.01,29984.06,29912.2,29982.01,58.308098
2023/4/17 05:00,29982.01,30006.16,29940.87,29993.48,67.839851
2023/4/17 06:00,29993.48,30000,29894.56,29900.55,87.111927
2023/4/17 07:00,29900.55,29937.28,29836.7,29839.73,143.526512
2023/4/17 08:00,29839.73,29920,29799.99,29915.26,119.870081
2023/4/17 09:00,29915.26,29919.99,29849.24,29875.4,81.368772
2023/4/17 10:00,29875.4,29894.24,29770.73,29890,154.656288
2023/4/17 11:00,29890,29890.01,29350,29577.51,575.096548
2023/4/17 12:00,29577.51,29596.8,29440.62,29529.82,273.023013
2023/4/17 13:00,29529.82,29539.99,29256.12,29403.23,405.99173
2023/4/17 14:00,29403.23,29483.54,29355.78,29439.99,154.26135
2023/4/17 15:00,29439.99,29467.84,29238.51,29359.68,224.71236
2023/4/17 16:00,29359.68,29478.9,29331.1,29465.83,201.878761
2023/4/17 17:00,29465.83,29529.28,29447.14,29466.1,135.570894
2023/4/17 18:00,29466.1,29570,29455.95,29528.42,104.303172
2023/4/17 19:00,29528.42,29579.99,29461.01,29469.39,96.297252
2023/4/17 20:00,29469.39,29496,29420.93,29441.25,89.558801
2023/4/17 21:00,29441.25,29470,29390.01,29457.69,69.214423
2023/4/17 22:00,29457.69,29535.27,29457.68,29506.93,71.769647
2023/4/17 23:00,29506.93,29511.62,29400.01,29430,45.188572
2023/4/18 00:00,29430,29450,29292.96,29361.28,112.581879
2023/4/18 01:00,29361.28,29410,29101,29374.28,318.643771
2023/4/18 02:00,29374.28,29486.8,29374.28,29468.75,84.68892
2023/4/18 03:00,29468.75,29500,29445,29447.28,50.466132
2023/4/18 04:00,29447.28,29505.56,29440,29494.18,67.17153
2023/4/18 05:00,29494.18,29600.4,29494.18,29541.32,110.696755
2023/4/18 06:00,29541.32,29743.98,29541.32,29713.16,220.636376
2023/4/18 07:00,29713.16,29808.21,29679.97,29780.7,177.133633
2023/4/18 08:00,29780.7,29830.08,29694.68,29702.97,155.670206
2023/4/18 09:00,29702.97,29930,29700,29890,193.594825
2023/4/18 10:00,29890,29966.76,29869.18,29898.75,195.759462
2023/4/18 11:00,29898.75,30379.98,29886.01,30379.98,584.366975
2023/4/18 12:00,30379.98,30480,30282.06,30311.19,633.210459
2023/4/18 13:00,30311.19,30428.24,30282.85,30383.2,438.472577
2023/4/18 14:00,30383.2,30390.96,30115.38,30245.56,357.588573
2023/4/18 15:00,30245.56,30280.22,30101.24,30179.54,198.474664
2023/4/18 16:00,30179.54,30261.39,30159.68,30219.11,151.195663
2023/4/18 17:00,30219.11,30250.06,30020.31,30025.35,171.913894
2023/4/18 18:00,30025.35,30272.27,29954.16,30148.33,266.727616
2023/4/18 19:00,30148.33,30236.78,30100,30227.87,122.642321
2023/4/18 20:00,30227.87,30459,30152.43,30425.99,200.121871
2023/4/18 21:00,30425.99,30447.16,30280,30371.52,104.296018
2023/4/18 22:00,30371.52,30401.44,30293.07,30367.05,79.783529
2023/4/18 23:00,30367.05,30409.6,30303.98,30380.3,86.04303
2023/4/19 00:00,30380.3,30411.85,30280.01,30320,79.666391
2023/4/19 01:00,30320,30345.22,30230.01,30240,73.833689
2023/4/19 02:00,30240,30259.58,30130,30203.8,103.632006
2023/4/19 03:00,30203.8,30275,30180,30210,43.326231
2023/4/19 04:00,30210,30238.86,30152.81,30204.94,76.856407
2023/4/19 05:00,30204.94,30323,30175.51,30272.01,74.391422
2023/4/19 06:00,30272.01,30277.01,30010,30011.1,194.198435
2023/4/19 07:00,30011.1,30119.98,29985.78,30081.35,107.511044
2023/4/19 08:00,30081.35,30081.36,29001,29173.84,2864.521162
2023/4/19 09:00,29173.84,29325.69,29042.96,29200.01,458.138816
2023/4/19 10:00,29200.01,29272.49,29093.44,29260,294.831833
2023/4/19 11:00,29260,29339.99,29240,29309.45,178.239776
2023/4/19 12:00,29309.45,29309.45,29180.84,29216.34,144.053515
2023/4/19 13:00,29216.34,29334.61,29175.69,29330.3,159.84093
2023/4/19 14:00,29330.3,29500,29330.3,29388.7,262.331812
2023/4/19 15:00,29388.7,29422.94,29114.44,29265.07,344.918137
2023/4/19 16:00,29265.07,29366.58,29240,29315.75,127.905664
2023/4/19 17:00,29315.75,29326.02,29092.33,29320,238.38693
2023/4/19 18:00,29320,29358.64,29217.71,29277.12,169.714067
2023/4/19 19:00,29277.12,29350,29205.87,29229.99,91.060148
2023/4/19 20:00,29229.99,29314.25,29153.5,29235.59,108.317936
2023/4/19 21:00,29235.59,29240,28810,29161.53,376.777565
2023/4/19 22:00,29161.53,29226.91,29035.43,29075.21,201.378993
2023/4/19 23:00,29075.21,29087.08,28575,28800,952.397571
2023/4/20 00:00,28800,28962.69,28712.94,28917.55,277.163105
2023/4/20 01:00,28917.55,28995.37,28840.46,28932.75,115.890671
2023/4/20 02:00,28932.75,28954.27,28715.02,28739.44,131.342286
2023/4/20 03:00,28739.44,28880.57,28550.91,28857.14,197.585651
2023/4/20 04:00,28857.14,28950.82,28850,28865.33,172.596455
2023/4/20 05:00,28865.33,28937.75,28819.52,28896.23,119.574793
2023/4/20 06:00,28896.23,29084.69,28896.23,28935.54,167.593684
2023/4/20 07:00,28935.54,28946.32,28850,28868.22,105.250795
2023/4/20 08:00,28868.22,28939.99,28740,28823.89,450.503687
2023/4/20 09:00,28823.89,28914.44,28820.64,28863.99,121.229729
2023/4/20 10:00,28863.99,28905.41,28785.01,28856.8,100.534254
2023/4/20 11:00,28856.8,28860,28589.99,28606.13,283.230919
2023/4/20 12:00,28606.13,28950,28360.67,28895.53,836.250584
2023/4/20 13:00,28895.53,28900,28722,28820,325.176133
2023/4/20 14:00,28820,28872,28683.86,28718.06,207.845905
2023/4/20 15:00,28718.06,28730.59,28447.47,28504.63,406.353578
2023/4/20 16:00,28504.63,28655.68,28250.01,28440.55,621.589263
2023/4/20 17:00,28440.55,28609.44,28350.01,28455,277.856763
2023/4/20 18:00,28455,28524.99,28279.99,28358.81,364.859759
2023/4/20 19:00,28358.81,28373.6,28004.85,28105.91,658.046977
2023/4/20 20:00,28105.91,28325,28016.08,28205,351.970568
2023/4/20 21:00,28205,28290.99,28162.23,28227,168.572142
2023/4/20 22:00,28227,28364.2,28180,28250,127.641733
2023/4/20 23:00,28250,28319.99,28190,28240,80.414938
2023/4/21 00:00,28240,28367.55,28092.21,28291.87,247.809442
2023/4/21 01:00,28291.87,28320,28195,28205,89.290671
2023/4/21 02:00,28205,28247.61,28144.4,28247.55,92.95941
2023/4/21 03:00,28247.55,28332.78,28245.01,28318.77,78.879397
2023/4/21 04:00,28318.77,28346.95,28233.48,28237.98,101.53463
2023/4/21 05:00,28237.98,28257.17,28161.96,28165.25,103.883453
2023/4/21 06:00,28165.25,28214.59,27819.48,27906.75,961.934908
2023/4/21 07:00,27906.75,28175.08,27845.01,28163.55,410.228602
2023/4/21 08:00,28163.55,28237.99,28015.86,28080.02,346.552586
2023/4/21 09:00,28080.02,28115,27970,28060.14,230.762803
2023/4/21 10:00,28060.14,28151.16,27938.28,28005,345.914031
2023/4/21 11:00,28005,28090,27924.13,28064.33,256.22705
2023/4/21 12:00,28064.33,28229.99,27968.26,28216.57,249.406619
2023/4/21 13:00,28216.57,28305.85,28098.65,28111.8,242.541538
2023/4/21 14:00,28111.8,28219.15,28040.01,28061.8,262.268455
2023/4/21 15:00,28061.8,28139.54,27990.01,28043.6,248.417297
2023/4/21 16:00,28043.6,28090,27956.08,28045.01,192.476196
2023/4/21 17:00,28045.01,28060,27787,27900.62,460.007936
2023/4/21 18:00,27900.62,27993.03,27716.05,27781.71,324.127288
2023/4/21 19:00,27781.71,27797.74,27191.85,27279.33,1117.084566
2023/4/21 20:00,27279.33,27408.28,27174.77,27266.18,356.044376
2023/4/21 21:00,27266.18,27377.59,27237.39,27282.12,184.494131
2023/4/21 22:00,27282.12,27347.89,27132.84,27264.83,294.371907
2023/4/21 23:00,27264.83,27338.3,27240.9,27260,127.425732
2023/4/22 00:00,27260,27327.41,27218.07,27226.14,99.082385
2023/4/22 01:00,27226.14,27301.68,27142.23,27292.78,97.825542
2023/4/22 02:00,27292.78,27317.84,27238.76,27243.95,86.66133
2023/4/22 03:00,27243.95,27363.83,27241.44,27322.75,79.365891
2023/4/22 04:00,27322.75,27364.94,27305.87,27349.58,60.413804
2023/4/22 05:00,27349.58,27397.78,27307.28,27397.78,82.585223
2023/4/22 06:00,27397.78,27397.78,27300,27341.58,131.718149
2023/4/22 07:00,27341.58,27348.49,27227.46,27276.39,114.575929
2023/4/22 08:00,27276.39,27303.71,27192.79,27216.07,103.008148
2023/4/22 09:00,27216.07,27270.87,27216.06,27240.66,81.425791
2023/4/22 10:00,27240.66,27265.75,27188.26,27254.95,162.383851
2023/4/22 11:00,27254.95,27321.92,27244.84,27292.64,105.803454
2023/4/22 12:00,27292.64,27357.99,27290.48,27344.24,78.069311
2023/4/22 13:00,27344.24,27357.73,27234.81,27257.06,101.575671
2023/4/22 14:00,27257.06,27520.01,27247.95,27488.67,618.715706
2023/4/22 15:00,27488.67,27567.15,27396.93,27489.46,311.489178
2023/4/22 16:00,27489.46,27690,27486.32,27586.14,419.957287
2023/4/22 17:00,27586.14,27777.19,27574.38,27640,452.376485
2023/4/22 18:00,27640,27660.12,27519.42,27600.6,483.41229
2023/4/22 19:00,27600.6,27654.79,27580.15,27625.4,136.811344
2023/4/22 20:00,27625.4,27698.29,27625.38,27632.74,98.610322
2023/4/22 21:00,27632.74,27665.19,27565.21,27665.18,119.190598
2023/4/22 22:00,27665.18,27867.99,27651.81,27855.28,233.471626
2023/4/22 23:00,27855.28,27876.71,27802.79,27814.31,124.101079
2023/4/23 00:00,27814.31,27815.45,27431.42,27539.8,263.748734
2023/4/23 01:00,27539.8,27656.75,27478.41,27554.82,145.400215
2023/4/23 02:00,27554.82,27600,27480.03,27590.53,117.904797
2023/4/23 03:00,27590.53,27641.25,27531.88,27558.85,92.781037
2023/4/23 04:00,27558.85,27628.23,27551.89,27606.3,36.34384
2023/4/23 05:00,27606.3,27614.82,27539.15,27583.69,52.737148
2023/4/23 06:00,27583.69,27626.15,27572.06,27592.17,65.1518
2023/4/23 07:00,27592.17,27748.51,27554.76,27722.36,120.764843
2023/4/23 08:00,27722.36,27767.3,27672.15,27709.36,107.035906
2023/4/23 09:00,27709.36,27723.54,27590.75,27628.14,75.923621
2023/4/23 10:00,27628.14,27644.75,27485.41,27528.11,123.993225
2023/4/23 11:00,27528.11,27642,27514.47,27639.44,79.360887
2023/4/23 12:00,27639.44,27725.84,27590.08,27604.86,222.838647
2023/4/23 13:00,27604.86,27659.43,27578.66,27630.02,65.756201
2023/4/23 14:00,27630.02,27674,27500,27550.64,110.990836
2023/4/23 15:00,27550.64,27575,27325.72,27472.78,308.008352
2023/4/23 16:00,27472.78,27683.76,27370,27585,281.992791
2023/4/23 17:00,27585,27628.18,27480.01,27507.51,109.537478
2023/4/23 18:00,27507.51,27537.59,27340,27454.99,256.798338
2023/4/23 19:00,27454.99,27522.51,27420.76,27460.69,150.244293
2023/4/23 20:00,27460.69,27539.99,27403.36,27504.99,108.384013
2023/4/23 21:00,27504.99,27548.24,27490.39,27508.89,60.124463
2023/4/23 22:00,27508.89,27640.99,27422.95,27594.88,111.413093
2023/4/23 23:00,27594.88,27650,27545.7,27589.68,69.544943
2023/4/24 00:00,27589.68,27868.1,27433.09,27800,208.844728
2023/4/24 01:00,27800,27993.93,27692.48,27754.31,347.239602
2023/4/24 02:00,27754.31,27825,27674.82,27743.21,81.447824
2023/4/24 03:00,27743.21,27789.78,27680,27789.15,58.172607
2023/4/24 04:00,27789.15,27790,27700,27702.31,63.289102
2023/4/24 05:00,27702.31,27753.63,27640.5,27653.15,106.606708
2023/4/24 06:00,27653.15,27700,27465.42,27540,213.352962
2023/4/24 07:00,27540,27540,27350,27453.27,305.386563
2023/4/24 08:00,27453.27,27514,27160,27182.07,421.013624
2023/4/24 09:00,27182.07,27365.65,27169.51,27306.64,243.869086
2023/4/24 10:00,27306.64,27430.52,27305,27414.79,103.210511
2023/4/24 11:00,27414.79,27549.95,27383.64,27545,159.15826
2023/4/24 12:00,27545,27575,27428.56,27440.77,168.219127
2023/4/24 13:00,27440.77,27710,27386.25,27618.6,317.730651
2023/4/24 14:00,27618.6,27696.08,27280.88,27429.11,289.58461
2023/4/24 15:00,27429.11,27429.12,27220.02,27259.21,250.731779
2023/4/24 16:00,27259.21,27393.75,27041.87,27112.21,528.922013
2023/4/24 17:00,27112.21,27407.61,26963.11,27383.08,618.716817
2023/4/24 18:00,27383.08,27577.16,27287.2,27335,258.14324
2023/4/24 19:00,27335,27414.61,27323.17,27382.21,134.636319
2023/4/24 20:00,27382.21,27479.99,27340.43,27460,107.289243
2023/4/24 21:00,27460,27460,27328.1,27416.51,99.835562
2023/4/24 22:00,27416.51,27509.74,27380,27466.57,90.521932
2023/4/24 23:00,27466.57,27556.16,27445.47,27510,130.711601
2023/4/25 00:00,27510,27586.21,27434.47,27462.87,154.126278
2023/4/25 01:00,27462.87,27513.74,27370.01,27399.95,110.560927
2023/4/25 02:00,27399.95,27425,27329.51,27404.99,87.849951
2023/4/25 03:00,27404.99,27429.99,27325,27345,80.544275
2023/4/25 04:00,27345,27441.36,27335.01,27407.45,90.500755
2023/4/25 05:00,27407.45,27454.36,27320,27415.2,101.733429
2023/4/25 06:00,27415.2,27444.87,27345,27355.03,202.271068
2023/4/25 07:00,27355.03,27400,27242.43,27265.01,216.5579
2023/4/25 08:00,27265.01,27436.82,27195,27427.21,303.98437
2023/4/25 09:00,27427.21,27437.49,27287.32,27323.3,201.725503
2023/4/25 10:00,27323.3,27348.37,27292.22,27335.02,142.763722
2023/4/25 11:00,27335.02,27430,27318.44,27392.02,251.74707
